"Skill","File","SHA256","Path"
"screenshot","SKILL.md","081935A6A163277537D46365F49D6B4A3CB40B4748347E7E88759C5927FA8CF5","C:\Users\Administrator\.codex\skills\screenshot\SKILL.md"
"screenshot","openai.yaml","F29638EB930E27D44846474620B0D817B4B77FB5D09CAF27DB269463AE45CFA8","C:\Users\Administrator\.codex\skills\screenshot\agents\openai.yaml"
"screenshot","screenshot-small.svg","B0FF24097DFCD889504FAB312A0E20D1D79DDE0745268647A8CC2471B4BAF794","C:\Users\Administrator\.codex\skills\screenshot\assets\screenshot-small.svg"
"screenshot","screenshot.png","4FF96A476F2A2AC4CA7B626F9D4B78A7AA8CCE0219E0688C5F15355513B61B5B","C:\Users\Administrator\.codex\skills\screenshot\assets\screenshot.png"
"screenshot","ensure_macos_permissions.sh","9AA750F1E9592519D6C18B966FD65C1D4108C25BD3471CE625DFAFD784856D7F","C:\Users\Administrator\.codex\skills\screenshot\scripts\ensure_macos_permissions.sh"
"screenshot","macos_display_info.swift","0969CFEF9C9890C82CAE5AD75A6CD40FD56D33B28F27347642EF5E837F18B042","C:\Users\Administrator\.codex\skills\screenshot\scripts\macos_display_info.swift"
"screenshot","macos_permissions.swift","CF110651350E50D600268F0A1A892AC8D662505474B4455CDFDE2AC5B5F4ACA6","C:\Users\Administrator\.codex\skills\screenshot\scripts\macos_permissions.swift"
"screenshot","macos_window_info.swift","C7FAFF7913D6072284B7EF1E5D26C524AB861AD32AFC0C066F24BA95AE3F3597","C:\Users\Administrator\.codex\skills\screenshot\scripts\macos_window_info.swift"
"screenshot","take_screenshot.ps1","A31A2242E41FD1C5471651AFBCCED660F98FBC884F11E531218348F700A3F826","C:\Users\Administrator\.codex\skills\screenshot\scripts\take_screenshot.ps1"
"screenshot","take_screenshot.py","56EEABE2DAC5D23915B9A0FB57A07431FAD2D310C5444F60F71F09299899232B","C:\Users\Administrator\.codex\skills\screenshot\scripts\take_screenshot.py"
"gh-fix-ci","LICENSE.txt","4DD13869245E356246A5B770723247BBB80A8F07A181D1D3D873A1734297CDB9","C:\Users\Administrator\.codex\skills\gh-fix-ci\LICENSE.txt"
"gh-fix-ci","SKILL.md","7B326B4A2F0F5F85122144628EC02077E48841E0E0E82EFCE88B3415BCFB7C26","C:\Users\Administrator\.codex\skills\gh-fix-ci\SKILL.md"
"gh-fix-ci","openai.yaml","36F73B9450504983D1647C960689596F59BF9147C14B1B43162912ED7ADA9AF6","C:\Users\Administrator\.codex\skills\gh-fix-ci\agents\openai.yaml"
"gh-fix-ci","github-small.svg","EE05E92D373D4D84F4612AF3C1090EF67698D421BBE30896A4ED5A00CB86A069","C:\Users\Administrator\.codex\skills\gh-fix-ci\assets\github-small.svg"
"gh-fix-ci","github.png","D55A9BAA41798D8B5108E3058DF3A5BDA09914EA9FD73B49929CC38A8832424F","C:\Users\Administrator\.codex\skills\gh-fix-ci\assets\github.png"
"gh-fix-ci","inspect_pr_checks.py","9459E5B03F86785D184A83E5CD8D621B832E918EC04158A2962D867785812C6C","C:\Users\Administrator\.codex\skills\gh-fix-ci\scripts\inspect_pr_checks.py"
"sentry","LICENSE.txt","4DD13869245E356246A5B770723247BBB80A8F07A181D1D3D873A1734297CDB9","C:\Users\Administrator\.codex\skills\sentry\LICENSE.txt"
"sentry","SKILL.md","508C6F5C100586C81A34397D30F00F4B8771B66D698A7AC1836998DF925DD007","C:\Users\Administrator\.codex\skills\sentry\SKILL.md"
"sentry","openai.yaml","C7ED57441B9A1E3F4CAA19DA4D90D432A65CD398C4F361B47DBF9408BE0E065F","C:\Users\Administrator\.codex\skills\sentry\agents\openai.yaml"
"sentry","sentry-small.svg","F1DE8EFC906C03B583B4D74560B003175C8A3D9EA5950D891CE3142FEC11CA99","C:\Users\Administrator\.codex\skills\sentry\assets\sentry-small.svg"
"sentry","sentry.png","B61E0534635A275CF56F7DAD26AC7CC36504B7BD9A60C95791D6E72634129FB1","C:\Users\Administrator\.codex\skills\sentry\assets\sentry.png"
"instructor","SKILL.md","7BE950BEB848B05AA4F41E61CFE27B162CAD4A4D029D0ABE13401AA743BAB794","C:\Users\Administrator\.codex\skills\instructor\SKILL.md"
"instructor","examples.md","77DA5BA3FFC15C9ACD01ECD9D35090E8CDDA5DF7990F840024AE50D291580EA8","C:\Users\Administrator\.codex\skills\instructor\references\examples.md"
"instructor","providers.md","5482459AE8D27494B6848B9BBF4FAC8C55F810BC7829EC29368BA15E5E67DB6E","C:\Users\Administrator\.codex\skills\instructor\references\providers.md"
"instructor","validation.md","83039B93F697C72141E618210D9ACDD9FA50654B22CC810B3EFF23FDDBD7DFE4","C:\Users\Administrator\.codex\skills\instructor\references\validation.md"
"outlines","SKILL.md","1A797A1BB4D7FAE753E4FBF1895BEB36F63B8E75C7FBA50E940CD1EF1A372574","C:\Users\Administrator\.codex\skills\outlines\SKILL.md"
"outlines","backends.md","B2E1698429B8C0A2425493A1D7F82CC36623D40503E8D414B5D66BD0B99167A1","C:\Users\Administrator\.codex\skills\outlines\references\backends.md"
"outlines","examples.md","1055815C239A3B9F266F0C80A2EEB0E94C4E1275F243AAB4807A3A74AB684431","C:\Users\Administrator\.codex\skills\outlines\references\examples.md"
"outlines","json_generation.md","5392ED2D69970778FF18B81B510F5C3F3F4FAE00856BD967DD6B596357CD117E","C:\Users\Administrator\.codex\skills\outlines\references\json_generation.md"
"phoenix-observability","SKILL.md","111BD54F145CA57360F7E6F08F95202E937AC134E3DBF486A51CBAA008546E2B","C:\Users\Administrator\.codex\skills\phoenix-observability\SKILL.md"
"phoenix-observability","advanced-usage.md","D57D7687C912425A00103FB4837EF10DA6A4D20F883648832728DBB4E26CA7BC","C:\Users\Administrator\.codex\skills\phoenix-observability\references\advanced-usage.md"
"phoenix-observability","troubleshooting.md","25EF129E3C0B49307B6D8D9FEE0F0E40E131A299E5BE338CA4BB27329C611245","C:\Users\Administrator\.codex\skills\phoenix-observability\references\troubleshooting.md"
"qdrant-vector-search","SKILL.md","3A45489BAF49C375883694EC78D6A9B283533A352E8D47CF630332FAFF83A231","C:\Users\Administrator\.codex\skills\qdrant-vector-search\SKILL.md"
"qdrant-vector-search","advanced-usage.md","49F8216F976DB69813901F32F4DC0B49240EC62A8336DB5819EB0647D99EAFA7","C:\Users\Administrator\.codex\skills\qdrant-vector-search\references\advanced-usage.md"
"qdrant-vector-search","troubleshooting.md","07FBBE57FC0B11D8004E514BC482A32BF49A168315EDEDFD56CF941F7EE988F1","C:\Users\Administrator\.codex\skills\qdrant-vector-search\references\troubleshooting.md"
"sentence-transformers","SKILL.md","FCA19457BE4E78F0E3689284D4FBDE649DDF9AF0D3BBA52D2AC1FB470A4C1BD8","C:\Users\Administrator\.codex\skills\sentence-transformers\SKILL.md"
"sentence-transformers","models.md","42C87086DEF085AED177B0758029B429C65E67CEC0018E068F0F92C958836590","C:\Users\Administrator\.codex\skills\sentence-transformers\references\models.md"
